Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT)
37.56,14664.13857,-426.1373601,-1013.4191,-0.145918367,0.060204082,-0.044897959,-115,-2.5625,9.25
37.63,14284.55403,-515.6620156,-956.1233206,-0.141836735,0.058163265,-0.03877551,-115,-6.875,13.125
37.69,13987.33217,-583.7007538,-859.4366927,-0.141836735,0.052040816,-0.040816327,-114.25,-11.1875,19.5625
37.75,13661.46243,-605.1866711,-712.6162577,-0.136734694,0.066326531,-0.040816327,-114.25,-11.1875,19.5625
37.81,13349.91663,-598.0246987,-598.0246987,-0.13877551,0.064285714,-0.03877551,-115,-9.75,23.8125
37.88,13006.14195,-547.8908916,-472.690181,-0.134693878,0.058163265,-0.036734694,-114.25,-8.3125,29.875
37.94,12648.04333,-501.3380707,-361.6796082,-0.132653061,0.062244898,-0.034693878,-114.25,-8.3125,29.875
38.00,12368.7264,-444.0422912,-282.8979113,-0.134693878,0.060204082,-0.028571429,-113.875,-2.9375,34.5
38.06,12057.1806,-340.1936909,-189.7922696,-0.132653061,0.064285714,-0.030612245,-112.4375,2.875,35.5625
38.13,11792.18762,-268.5739665,-125.3345177,-0.128571429,0.066326531,-0.032653061,-112.4375,2.875,35.5625
38.19,11430.50801,-182.6302972,-75.20071061,-0.128571429,0.068367347,-0.028571429,-113.1875,10.0625,34.8125
38.25,11190.58194,-96.68662793,-32.22887598,-0.124489796,0.068367347,-0.021428571,-112.125,14.75,31.3125
38.31,10922.00797,7.161972439,14.32394488,-0.12244898,0.068367347,-0.019387755,-112.125,14.75,31.3125
38.38,10699.98682,85.94366927,32.22887598,-0.120408163,0.064285714,-0.015306122,-112.4375,19.4375,27
38.44,10406.34595,157.5633937,21.48591732,-0.118367347,0.069387755,-0.007142857,-114.25,21.25,20.9375
38.50,10141.35297,229.1831181,7.161972439,-0.116326531,0.069387755,-0.005102041,-114.25,21.25,20.9375
38.56,9836.969145,290.0598838,-32.22887598,-0.115306122,0.07755102,-0.003061224,-112.8125,21.25,16.6875
